run_id,date,report_id,status,duration_minutes,sla_met,rows_processed,failure_reason
RUN-RPT012-018,2026-04-08,RPT012,Warning,66.4,Yes,54005,none
RUN-RPT012-019,2026-04-09,RPT012,Succeeded,50.9,Yes,477633,none
RUN-RPT012-020,2026-04-10,RPT012,Succeeded,66.2,Yes,917590,none
RUN-RPT012-021,2026-04-11,RPT012,Succeeded,88.6,No,595325,none
RUN-RPT012-022,2026-04-12,RPT012,Succeeded,16.7,Yes,183615,none
RUN-RPT012-023,2026-04-13,RPT012,Failed,87.4,No,665815,schema drift
RUN-RPT012-024,2026-04-14,RPT012,Succeeded,49.5,Yes,482388,none
RUN-RPT012-025,2026-04-15,RPT012,Warning,9.5,Yes,252404,none
RUN-RPT012-026,2026-04-16,RPT012,Succeeded,29.8,Yes,411567,none
RUN-RPT012-027,2026-04-17,RPT012,Warning,50.0,Yes,689716,none
RUN-RPT012-028,2026-04-18,RPT012,Succeeded,62.7,Yes,382387,none
RUN-RPT012-029,2026-04-19,RPT012,Warning,82.6,No,862658,none
RUN-RPT012-030,2026-04-20,RPT012,Succeeded,83.0,No,635562,none
RUN-RPT012-031,2026-04-21,RPT012,Succeeded,49.6,Yes,291300,none
RUN-RPT012-032,2026-04-22,RPT012,Succeeded,47.2,Yes,97581,none
RUN-RPT012-033,2026-04-23,RPT012,Succeeded,71.1,Yes,637020,none
RUN-RPT012-034,2026-04-24,RPT012,Succeeded,94.5,No,464386,none
RUN-RPT012-035,2026-04-25,RPT012,Warning,64.9,Yes,800514,none
RUN-RPT012-036,2026-04-26,RPT012,Succeeded,70.5,Yes,809730,none
RUN-RPT012-037,2026-04-27,RPT012,Warning,92.2,No,577729,none
RUN-RPT012-038,2026-04-28,RPT012,Succeeded,81.9,No,240660,none
RUN-RPT012-039,2026-04-29,RPT012,Succeeded,19.9,Yes,460941,none
RUN-RPT012-040,2026-04-30,RPT012,Succeeded,44.5,Yes,303340,none
RUN-RPT012-041,2026-05-01,RPT012,Succeeded,75.6,No,737764,none
RUN-RPT012-042,2026-05-02,RPT012,Failed,36.5,No,72262,credential expiry
RUN-RPT012-043,2026-05-03,RPT012,Failed,15.9,No,326156,schema drift
RUN-RPT012-044,2026-05-04,RPT012,Warning,35.4,Yes,823900,none
RUN-RPT012-045,2026-05-05,RPT012,Succeeded,11.6,Yes,626076,none
RUN-RPT012-046,2026-05-06,RPT012,Succeeded,92.1,No,490640,none
RUN-RPT012-047,2026-05-07,RPT012,Succeeded,52.1,Yes,288147,none
RUN-RPT012-048,2026-05-08,RPT012,Succeeded,87.8,No,679446,none
RUN-RPT012-049,2026-05-09,RPT012,Succeeded,51.2,Yes,903574,none
RUN-RPT012-050,2026-05-10,RPT012,Succeeded,57.8,Yes,599406,none
RUN-RPT012-051,2026-05-11,RPT012,Succeeded,17.1,Yes,620278,none
RUN-RPT012-052,2026-05-12,RPT012,Warning,90.3,No,539992,none
RUN-RPT012-053,2026-05-13,RPT012,Succeeded,27.1,Yes,228897,none
RUN-RPT012-054,2026-05-14,RPT012,Succeeded,38.5,Yes,710369,none
RUN-RPT012-055,2026-05-15,RPT012,Succeeded,30.0,Yes,393874,none
RUN-RPT012-056,2026-05-16,RPT012,Succeeded,17.0,Yes,223855,none
RUN-RPT012-057,2026-05-17,RPT012,Succeeded,60.3,Yes,623891,none
RUN-RPT012-058,2026-05-18,RPT012,Succeeded,65.6,Yes,84116,none
RUN-RPT012-059,2026-05-19,RPT012,Warning,35.3,Yes,669635,none
RUN-RPT013-000,2026-03-21,RPT013,Succeeded,79.4,No,782095,none
RUN-RPT013-001,2026-03-22,RPT013,Succeeded,74.1,No,276896,none
RUN-RPT013-002,2026-03-23,RPT013,Warning,69.7,Yes,509006,none
RUN-RPT013-003,2026-03-24,RPT013,Warning,45.4,Yes,889776,none
RUN-RPT013-004,2026-03-25,RPT013,Succeeded,71.3,Yes,896214,none
RUN-RPT013-005,2026-03-26,RPT013,Failed,25.6,No,889836,credential expiry
RUN-RPT013-006,2026-03-27,RPT013,Failed,26.5,No,659617,schema drift
RUN-RPT013-007,2026-03-28,RPT013,Succeeded,54.4,Yes,322293,none
RUN-RPT013-008,2026-03-29,RPT013,Succeeded,64.8,Yes,571697,none
RUN-RPT013-009,2026-03-30,RPT013,Failed,25.1,No,268419,gateway timeout
RUN-RPT013-010,2026-03-31,RPT013,Succeeded,57.5,Yes,682418,none
RUN-RPT013-011,2026-04-01,RPT013,Warning,67.5,Yes,757921,none
RUN-RPT013-012,2026-04-02,RPT013,Failed,41.5,No,418429,gateway timeout
RUN-RPT013-013,2026-04-03,RPT013,Warning,84.3,No,146354,none
RUN-RPT013-014,2026-04-04,RPT013,Succeeded,34.9,Yes,595693,none
RUN-RPT013-015,2026-04-05,RPT013,Succeeded,27.4,Yes,99452,none
RUN-RPT013-016,2026-04-06,RPT013,Succeeded,52.3,Yes,375690,none
RUN-RPT013-017,2026-04-07,RPT013,Warning,47.1,Yes,535255,none
RUN-RPT013-018,2026-04-08,RPT013,Failed,19.9,No,756559,none
RUN-RPT013-019,2026-04-09,RPT013,Succeeded,60.8,Yes,935055,none
RUN-RPT013-020,2026-04-10,RPT013,Warning,88.2,No,353114,none
RUN-RPT013-021,2026-04-11,RPT013,Succeeded,31.5,Yes,545938,none
RUN-RPT013-022,2026-04-12,RPT013,Succeeded,87.0,No,730586,none
RUN-RPT013-023,2026-04-13,RPT013,Succeeded,26.2,Yes,414436,none
RUN-RPT013-024,2026-04-14,RPT013,Succeeded,54.1,Yes,641518,none
RUN-RPT013-025,2026-04-15,RPT013,Warning,22.8,Yes,712566,none
RUN-RPT013-026,2026-04-16,RPT013,Succeeded,40.9,Yes,805112,none
RUN-RPT013-027,2026-04-17,RPT013,Warning,13.6,Yes,313492,none
RUN-RPT013-028,2026-04-18,RPT013,Succeeded,44.0,Yes,749920,none
RUN-RPT013-029,2026-04-19,RPT013,Succeeded,68.4,Yes,349722,none
RUN-RPT013-030,2026-04-20,RPT013,Succeeded,39.0,Yes,390710,none
RUN-RPT013-031,2026-04-21,RPT013,Succeeded,34.1,Yes,728853,none
RUN-RPT013-032,2026-04-22,RPT013,Succeeded,79.7,No,915653,none
RUN-RPT013-033,2026-04-23,RPT013,Succeeded,70.7,Yes,759548,none
RUN-RPT013-034,2026-04-24,RPT013,Failed,53.3,No,127291,source delay
RUN-RPT013-035,2026-04-25,RPT013,Warning,35.4,Yes,517461,none
RUN-RPT013-036,2026-04-26,RPT013,Succeeded,76.5,No,96189,none
RUN-RPT013-037,2026-04-27,RPT013,Warning,45.2,Yes,536463,none
RUN-RPT013-038,2026-04-28,RPT013,Succeeded,64.5,Yes,711128,none
RUN-RPT013-039,2026-04-29,RPT013,Succeeded,83.3,No,656079,none
RUN-RPT013-040,2026-04-30,RPT013,Succeeded,51.8,Yes,89000,none
RUN-RPT013-041,2026-05-01,RPT013,Warning,27.4,Yes,357330,none
RUN-RPT013-042,2026-05-02,RPT013,Warning,23.4,Yes,353584,none
RUN-RPT013-043,2026-05-03,RPT013,Succeeded,45.3,Yes,673994,none
RUN-RPT013-044,2026-05-04,RPT013,Succeeded,72.9,No,413126,none
RUN-RPT013-045,2026-05-05,RPT013,Succeeded,29.0,Yes,833189,none
RUN-RPT013-046,2026-05-06,RPT013,Succeeded,21.1,Yes,671963,none
RUN-RPT013-047,2026-05-07,RPT013,Succeeded,39.3,Yes,824676,none
RUN-RPT013-048,2026-05-08,RPT013,Succeeded,12.7,Yes,350180,none
RUN-RPT013-049,2026-05-09,RPT013,Warning,84.0,No,912676,none
RUN-RPT013-050,2026-05-10,RPT013,Succeeded,90.9,No,439976,none
RUN-RPT013-051,2026-05-11,RPT013,Succeeded,55.3,Yes,861158,none
RUN-RPT013-052,2026-05-12,RPT013,Succeeded,31.4,Yes,504525,none
RUN-RPT013-053,2026-05-13,RPT013,Failed,17.6,No,568853,none
RUN-RPT013-054,2026-05-14,RPT013,Warning,75.2,No,626179,none
RUN-RPT013-055,2026-05-15,RPT013,Succeeded,91.4,No,522786,none
RUN-RPT013-056,2026-05-16,RPT013,Succeeded,78.1,No,681324,none
RUN-RPT013-057,2026-05-17,RPT013,Succeeded,26.2,Yes,701097,none
RUN-RPT013-058,2026-05-18,RPT013,Warning,48.9,Yes,806633,none
RUN-RPT013-059,2026-05-19,RPT013,Succeeded,24.1,Yes,616524,none
RUN-RPT014-000,2026-03-21,RPT014,Succeeded,24.5,Yes,853217,none
RUN-RPT014-001,2026-03-22,RPT014,Succeeded,23.6,Yes,112661,none
RUN-RPT014-002,2026-03-23,RPT014,Succeeded,70.0,Yes,753783,none
RUN-RPT014-003,2026-03-24,RPT014,Succeeded,52.4,Yes,927157,none
RUN-RPT014-004,2026-03-25,RPT014,Warning,94.9,No,212437,none
RUN-RPT014-005,2026-03-26,RPT014,Succeeded,67.6,Yes,927683,none
RUN-RPT014-006,2026-03-27,RPT014,Succeeded,87.3,No,305912,none
RUN-RPT014-007,2026-03-28,RPT014,Succeeded,32.2,Yes,351759,none
RUN-RPT014-008,2026-03-29,RPT014,Succeeded,54.1,Yes,107693,none
RUN-RPT014-009,2026-03-30,RPT014,Succeeded,8.3,Yes,382019,none
RUN-RPT014-010,2026-03-31,RPT014,Succeeded,10.4,Yes,547621,none
RUN-RPT014-011,2026-04-01,RPT014,Succeeded,49.3,Yes,718173,none
RUN-RPT014-012,2026-04-02,RPT014,Succeeded,61.3,Yes,486479,none
RUN-RPT014-013,2026-04-03,RPT014,Warning,73.7,No,395790,none
RUN-RPT014-014,2026-04-04,RPT014,Warning,45.1,Yes,704025,none
RUN-RPT014-015,2026-04-05,RPT014,Succeeded,24.9,Yes,80581,none
RUN-RPT014-016,2026-04-06,RPT014,Warning,23.0,Yes,580295,none
RUN-RPT014-017,2026-04-07,RPT014,Succeeded,33.4,Yes,330534,none
RUN-RPT014-018,2026-04-08,RPT014,Succeeded,12.4,Yes,239145,none
RUN-RPT014-019,2026-04-09,RPT014,Failed,22.8,No,397060,capacity queue
RUN-RPT014-020,2026-04-10,RPT014,Succeeded,53.3,Yes,432250,none
RUN-RPT014-021,2026-04-11,RPT014,Succeeded,84.1,No,430018,none
RUN-RPT014-022,2026-04-12,RPT014,Succeeded,42.5,Yes,35245,none
RUN-RPT014-023,2026-04-13,RPT014,Succeeded,33.5,Yes,126137,none
RUN-RPT014-024,2026-04-14,RPT014,Succeeded,72.7,No,557124,none
RUN-RPT014-025,2026-04-15,RPT014,Succeeded,28.5,Yes,753050,none
RUN-RPT014-026,2026-04-16,RPT014,Succeeded,35.1,Yes,558610,none
RUN-RPT014-027,2026-04-17,RPT014,Warning,32.7,Yes,312951,none
RUN-RPT014-028,2026-04-18,RPT014,Warning,63.0,Yes,864215,none
RUN-RPT014-029,2026-04-19,RPT014,Succeeded,30.1,Yes,918147,none
RUN-RPT014-030,2026-04-20,RPT014,Succeeded,11.0,Yes,82029,none
RUN-RPT014-031,2026-04-21,RPT014,Warning,68.0,Yes,450064,none
RUN-RPT014-032,2026-04-22,RPT014,Succeeded,40.7,Yes,806254,none
RUN-RPT014-033,2026-04-23,RPT014,Succeeded,53.6,Yes,895748,none
RUN-RPT014-034,2026-04-24,RPT014,Succeeded,14.3,Yes,577333,none
RUN-RPT014-035,2026-04-25,RPT014,Warning,47.5,Yes,177659,none
RUN-RPT014-036,2026-04-26,RPT014,Succeeded,58.0,Yes,818910,none
RUN-RPT014-037,2026-04-27,RPT014,Succeeded,63.1,Yes,570650,none
RUN-RPT014-038,2026-04-28,RPT014,Warning,11.2,Yes,801765,none
RUN-RPT014-039,2026-04-29,RPT014,Failed,65.4,No,81055,gateway timeout
RUN-RPT014-040,2026-04-30,RPT014,Succeeded,85.5,No,457184,none
RUN-RPT014-041,2026-05-01,RPT014,Warning,63.4,Yes,292566,none
RUN-RPT014-042,2026-05-02,RPT014,Succeeded,37.2,Yes,880796,none
RUN-RPT014-043,2026-05-03,RPT014,Succeeded,85.5,No,345432,none
RUN-RPT014-044,2026-05-04,RPT014,Warning,91.9,No,425750,none
RUN-RPT014-045,2026-05-05,RPT014,Succeeded,55.5,Yes,352967,none
RUN-RPT014-046,2026-05-06,RPT014,Succeeded,84.0,No,907580,none
RUN-RPT014-047,2026-05-07,RPT014,Warning,87.1,No,384105,none
RUN-RPT014-048,2026-05-08,RPT014,Failed,23.5,No,734486,credential expiry
RUN-RPT014-049,2026-05-09,RPT014,Succeeded,26.4,Yes,381378,none
RUN-RPT014-050,2026-05-10,RPT014,Succeeded,30.1,Yes,501304,none
RUN-RPT014-051,2026-05-11,RPT014,Failed,13.9,No,34055,none
RUN-RPT014-052,2026-05-12,RPT014,Succeeded,22.9,Yes,43142,none
RUN-RPT014-053,2026-05-13,RPT014,Succeeded,65.5,Yes,380866,none
RUN-RPT014-054,2026-05-14,RPT014,Warning,73.2,No,472789,none
RUN-RPT014-055,2026-05-15,RPT014,Succeeded,30.0,Yes,263351,none
RUN-RPT014-056,2026-05-16,RPT014,Succeeded,65.2,Yes,541885,none
RUN-RPT014-057,2026-05-17,RPT014,Succeeded,30.2,Yes,392165,none
RUN-RPT014-058,2026-05-18,RPT014,Succeeded,78.5,No,608250,none
RUN-RPT014-059,2026-05-19,RPT014,Succeeded,83.4,No,324925,none
RUN-RPT015-000,2026-03-21,RPT015,Succeeded,58.4,Yes,24067,none
RUN-RPT015-001,2026-03-22,RPT015,Succeeded,23.7,Yes,391857,none
RUN-RPT015-002,2026-03-23,RPT015,Succeeded,23.7,Yes,163428,none
RUN-RPT015-003,2026-03-24,RPT015,Warning,46.3,Yes,592140,none
RUN-RPT015-004,2026-03-25,RPT015,Failed,92.6,No,183593,schema drift
RUN-RPT015-005,2026-03-26,RPT015,Succeeded,22.5,Yes,910377,none
RUN-RPT015-006,2026-03-27,RPT015,Succeeded,13.0,Yes,765063,none
RUN-RPT015-007,2026-03-28,RPT015,Succeeded,73.2,No,260938,none
RUN-RPT015-008,2026-03-29,RPT015,Succeeded,33.7,Yes,277066,none
RUN-RPT015-009,2026-03-30,RPT015,Succeeded,67.9,Yes,401123,none
RUN-RPT015-010,2026-03-31,RPT015,Failed,73.7,No,527968,credential expiry
RUN-RPT015-011,2026-04-01,RPT015,Succeeded,78.8,No,606412,none
RUN-RPT015-012,2026-04-02,RPT015,Succeeded,91.5,No,67569,none
RUN-RPT015-013,2026-04-03,RPT015,Succeeded,89.1,No,523236,none
RUN-RPT015-014,2026-04-04,RPT015,Succeeded,38.9,Yes,643081,none
RUN-RPT015-015,2026-04-05,RPT015,Succeeded,31.1,Yes,791196,none
RUN-RPT015-016,2026-04-06,RPT015,Succeeded,24.6,Yes,566129,none
RUN-RPT015-017,2026-04-07,RPT015,Succeeded,30.2,Yes,319446,none
RUN-RPT015-018,2026-04-08,RPT015,Succeeded,65.0,Yes,637480,none
RUN-RPT015-019,2026-04-09,RPT015,Succeeded,52.8,Yes,366861,none
RUN-RPT015-020,2026-04-10,RPT015,Succeeded,73.6,No,721668,none
RUN-RPT015-021,2026-04-11,RPT015,Succeeded,51.1,Yes,368832,none
RUN-RPT015-022,2026-04-12,RPT015,Succeeded,80.8,No,602155,none
RUN-RPT015-023,2026-04-13,RPT015,Warning,26.4,Yes,196672,none
RUN-RPT015-024,2026-04-14,RPT015,Warning,61.4,Yes,283431,none
RUN-RPT015-025,2026-04-15,RPT015,Succeeded,48.9,Yes,613591,none
RUN-RPT015-026,2026-04-16,RPT015,Succeeded,14.2,Yes,525956,none
RUN-RPT015-027,2026-04-17,RPT015,Succeeded,82.3,No,48998,none
RUN-RPT015-028,2026-04-18,RPT015,Warning,30.3,Yes,571515,none
RUN-RPT015-029,2026-04-19,RPT015,Succeeded,51.9,Yes,573700,none
RUN-RPT015-030,2026-04-20,RPT015,Warning,66.7,Yes,808953,none
RUN-RPT015-031,2026-04-21,RPT015,Succeeded,33.6,Yes,645966,none
RUN-RPT015-032,2026-04-22,RPT015,Succeeded,40.8,Yes,481977,none
RUN-RPT015-033,2026-04-23,RPT015,Succeeded,42.3,Yes,822768,none
RUN-RPT015-034,2026-04-24,RPT015,Warning,84.7,No,294107,none
RUN-RPT015-035,2026-04-25,RPT015,Succeeded,8.6,Yes,587619,none
RUN-RPT015-036,2026-04-26,RPT015,Failed,46.0,No,641076,gateway timeout
RUN-RPT015-037,2026-04-27,RPT015,Succeeded,21.4,Yes,846917,none
RUN-RPT015-038,2026-04-28,RPT015,Succeeded,90.1,No,22977,none
RUN-RPT015-039,2026-04-29,RPT015,Succeeded,58.5,Yes,140648,none
RUN-RPT015-040,2026-04-30,RPT015,Succeeded,19.9,Yes,524620,none
RUN-RPT015-041,2026-05-01,RPT015,Warning,40.5,Yes,457076,none
RUN-RPT015-042,2026-05-02,RPT015,Succeeded,90.4,No,245570,none
RUN-RPT015-043,2026-05-03,RPT015,Succeeded,16.6,Yes,437831,none
RUN-RPT015-044,2026-05-04,RPT015,Succeeded,14.0,Yes,174730,none
RUN-RPT015-045,2026-05-05,RPT015,Succeeded,64.3,Yes,278564,none
RUN-RPT015-046,2026-05-06,RPT015,Succeeded,50.4,Yes,182345,none
RUN-RPT015-047,2026-05-07,RPT015,Succeeded,84.5,No,810582,none
RUN-RPT015-048,2026-05-08,RPT015,Succeeded,9.0,Yes,270003,none
RUN-RPT015-049,2026-05-09,RPT015,Warning,19.8,Yes,61795,none
RUN-RPT015-050,2026-05-10,RPT015,Succeeded,54.7,Yes,215348,none
RUN-RPT015-051,2026-05-11,RPT015,Warning,78.1,No,940394,none
RUN-RPT015-052,2026-05-12,RPT015,Succeeded,69.3,Yes,115509,none
RUN-RPT015-053,2026-05-13,RPT015,Warning,61.9,Yes,894365,none
RUN-RPT015-054,2026-05-14,RPT015,Succeeded,47.6,Yes,303563,none
RUN-RPT015-055,2026-05-15,RPT015,Warning,25.5,Yes,915805,none
RUN-RPT015-056,2026-05-16,RPT015,Succeeded,32.0,Yes,621899,none
RUN-RPT015-057,2026-05-17,RPT015,Succeeded,47.9,Yes,650453,none
RUN-RPT015-058,2026-05-18,RPT015,Warning,79.6,No,919972,none
RUN-RPT015-059,2026-05-19,RPT015,Warning,49.7,Yes,262333,none
RUN-RPT016-000,2026-03-21,RPT016,Succeeded,16.2,Yes,713545,none
RUN-RPT016-001,2026-03-22,RPT016,Succeeded,67.8,Yes,377790,none
RUN-RPT016-002,2026-03-23,RPT016,Warning,87.0,No,585735,none
RUN-RPT016-003,2026-03-24,RPT016,Succeeded,71.4,Yes,71664,none
RUN-RPT016-004,2026-03-25,RPT016,Succeeded,72.9,No,867721,none
RUN-RPT016-005,2026-03-26,RPT016,Failed,66.7,No,944581,credential expiry
RUN-RPT016-006,2026-03-27,RPT016,Succeeded,63.6,Yes,51236,none
RUN-RPT016-007,2026-03-28,RPT016,Succeeded,70.1,Yes,862226,none
RUN-RPT016-008,2026-03-29,RPT016,Failed,67.6,No,710307,capacity queue
RUN-RPT016-009,2026-03-30,RPT016,Succeeded,47.5,Yes,728336,none
RUN-RPT016-010,2026-03-31,RPT016,Succeeded,90.9,No,424014,none
RUN-RPT016-011,2026-04-01,RPT016,Succeeded,48.2,Yes,448105,none
RUN-RPT016-012,2026-04-02,RPT016,Succeeded,74.4,No,51606,none
RUN-RPT016-013,2026-04-03,RPT016,Warning,82.7,No,600936,none
RUN-RPT016-014,2026-04-04,RPT016,Succeeded,44.5,Yes,170449,none
RUN-RPT016-015,2026-04-05,RPT016,Succeeded,78.4,No,593895,none
RUN-RPT016-016,2026-04-06,RPT016,Succeeded,56.1,Yes,899869,none
RUN-RPT016-017,2026-04-07,RPT016,Succeeded,81.1,No,908761,none
RUN-RPT016-018,2026-04-08,RPT016,Succeeded,56.9,Yes,698026,none
RUN-RPT016-019,2026-04-09,RPT016,Succeeded,58.2,Yes,672857,none
RUN-RPT016-020,2026-04-10,RPT016,Succeeded,10.2,Yes,122774,none
RUN-RPT016-021,2026-04-11,RPT016,Succeeded,38.2,Yes,936204,none
RUN-RPT016-022,2026-04-12,RPT016,Succeeded,48.5,Yes,82709,none
RUN-RPT016-023,2026-04-13,RPT016,Warning,32.2,Yes,454550,none
RUN-RPT016-024,2026-04-14,RPT016,Succeeded,54.1,Yes,610954,none
RUN-RPT016-025,2026-04-15,RPT016,Warning,51.0,Yes,879489,none
RUN-RPT016-026,2026-04-16,RPT016,Failed,73.4,No,893151,credential expiry
RUN-RPT016-027,2026-04-17,RPT016,Succeeded,69.8,Yes,302146,none
RUN-RPT016-028,2026-04-18,RPT016,Succeeded,8.2,Yes,800600,none
RUN-RPT016-029,2026-04-19,RPT016,Warning,11.2,Yes,405544,none
RUN-RPT016-030,2026-04-20,RPT016,Succeeded,21.0,Yes,71389,none
RUN-RPT016-031,2026-04-21,RPT016,Succeeded,35.2,Yes,484126,none
RUN-RPT016-032,2026-04-22,RPT016,Succeeded,60.8,Yes,630695,none
RUN-RPT016-033,2026-04-23,RPT016,Succeeded,72.4,No,786581,none
RUN-RPT016-034,2026-04-24,RPT016,Succeeded,65.6,Yes,803549,none
RUN-RPT016-035,2026-04-25,RPT016,Succeeded,21.4,Yes,796715,none
RUN-RPT016-036,2026-04-26,RPT016,Warning,94.6,No,621689,none
RUN-RPT016-037,2026-04-27,RPT016,Succeeded,60.1,Yes,138489,none
RUN-RPT016-038,2026-04-28,RPT016,Warning,63.9,Yes,741154,none
RUN-RPT016-039,2026-04-29,RPT016,Succeeded,43.8,Yes,307259,none
RUN-RPT016-040,2026-04-30,RPT016,Warning,89.7,No,894940,none
RUN-RPT016-041,2026-05-01,RPT016,Succeeded,93.1,No,717216,none
RUN-RPT016-042,2026-05-02,RPT016,Succeeded,13.8,Yes,898287,none
RUN-RPT016-043,2026-05-03,RPT016,Succeeded,24.3,Yes,389831,none
RUN-RPT016-044,2026-05-04,RPT016,Warning,59.3,Yes,744874,none
RUN-RPT016-045,2026-05-05,RPT016,Succeeded,48.0,Yes,222513,none
RUN-RPT016-046,2026-05-06,RPT016,Succeeded,8.2,Yes,516560,none
RUN-RPT016-047,2026-05-07,RPT016,Succeeded,27.5,Yes,287678,none
RUN-RPT016-048,2026-05-08,RPT016,Failed,88.5,No,385205,schema drift
RUN-RPT016-049,2026-05-09,RPT016,Succeeded,13.1,Yes,144791,none
RUN-RPT016-050,2026-05-10,RPT016,Warning,16.7,Yes,905852,none
RUN-RPT016-051,2026-05-11,RPT016,Warning,38.6,Yes,832125,none
RUN-RPT016-052,2026-05-12,RPT016,Succeeded,46.1,Yes,942158,none
RUN-RPT016-053,2026-05-13,RPT016,Warning,94.4,No,125569,none
RUN-RPT016-054,2026-05-14,RPT016,Succeeded,26.5,Yes,27720,none
RUN-RPT016-055,2026-05-15,RPT016,Succeeded,77.3,No,205116,none
RUN-RPT016-056,2026-05-16,RPT016,Succeeded,47.9,Yes,738952,none
RUN-RPT016-057,2026-05-17,RPT016,Succeeded,52.5,Yes,528741,none
RUN-RPT016-058,2026-05-18,RPT016,Warning,43.4,Yes,160075,none
RUN-RPT016-059,2026-05-19,RPT016,Warning,22.6,Yes,54328,none
RUN-RPT017-000,2026-03-21,RPT017,Succeeded,38.3,Yes,93353,none
RUN-RPT017-001,2026-03-22,RPT017,Succeeded,93.6,No,620463,none
RUN-RPT017-002,2026-03-23,RPT017,Warning,52.4,Yes,303956,none
RUN-RPT017-003,2026-03-24,RPT017,Warning,19.0,Yes,74810,none
RUN-RPT017-004,2026-03-25,RPT017,Warning,41.4,Yes,555261,none
RUN-RPT017-005,2026-03-26,RPT017,Succeeded,64.8,Yes,475008,none
RUN-RPT017-006,2026-03-27,RPT017,Succeeded,42.0,Yes,353830,none
RUN-RPT017-007,2026-03-28,RPT017,Succeeded,69.2,Yes,713335,none
RUN-RPT017-008,2026-03-29,RPT017,Succeeded,42.2,Yes,267097,none
RUN-RPT017-009,2026-03-30,RPT017,Warning,69.0,Yes,255434,none
RUN-RPT017-010,2026-03-31,RPT017,Succeeded,19.8,Yes,873152,none
RUN-RPT017-011,2026-04-01,RPT017,Warning,45.6,Yes,474578,none
RUN-RPT017-012,2026-04-02,RPT017,Succeeded,36.1,Yes,358076,none
RUN-RPT017-013,2026-04-03,RPT017,Succeeded,63.2,Yes,182387,none
RUN-RPT017-014,2026-04-04,RPT017,Warning,64.7,Yes,610651,none
RUN-RPT017-015,2026-04-05,RPT017,Succeeded,37.1,Yes,542895,none
RUN-RPT017-016,2026-04-06,RPT017,Warning,87.5,No,594873,none
RUN-RPT017-017,2026-04-07,RPT017,Succeeded,39.8,Yes,269407,none
RUN-RPT017-018,2026-04-08,RPT017,Succeeded,53.2,Yes,493093,none
RUN-RPT017-019,2026-04-09,RPT017,Warning,18.1,Yes,831450,none
RUN-RPT017-020,2026-04-10,RPT017,Warning,82.6,No,329020,none
RUN-RPT017-021,2026-04-11,RPT017,Succeeded,80.4,No,446617,none
RUN-RPT017-022,2026-04-12,RPT017,Warning,18.4,Yes,29675,none
RUN-RPT017-023,2026-04-13,RPT017,Succeeded,38.3,Yes,539903,none
RUN-RPT017-024,2026-04-14,RPT017,Failed,91.9,No,182038,capacity queue
RUN-RPT017-025,2026-04-15,RPT017,Warning,11.1,Yes,575425,none
RUN-RPT017-026,2026-04-16,RPT017,Succeeded,77.4,No,115108,none
RUN-RPT017-027,2026-04-17,RPT017,Warning,24.6,Yes,705656,none
RUN-RPT017-028,2026-04-18,RPT017,Warning,89.2,No,643687,none
RUN-RPT017-029,2026-04-19,RPT017,Succeeded,42.7,Yes,469816,none
RUN-RPT017-030,2026-04-20,RPT017,Failed,41.3,No,214174,credential expiry
RUN-RPT017-031,2026-04-21,RPT017,Succeeded,13.5,Yes,524009,none
RUN-RPT017-032,2026-04-22,RPT017,Warning,90.8,No,746537,none
RUN-RPT017-033,2026-04-23,RPT017,Succeeded,14.6,Yes,515677,none
RUN-RPT017-034,2026-04-24,RPT017,Succeeded,29.8,Yes,246463,none
RUN-RPT017-035,2026-04-25,RPT017,Warning,93.2,No,859603,none
RUN-RPT017-036,2026-04-26,RPT017,Succeeded,74.6,No,864446,none
RUN-RPT017-037,2026-04-27,RPT017,Succeeded,54.1,Yes,719537,none
RUN-RPT017-038,2026-04-28,RPT017,Warning,94.4,No,739124,none
RUN-RPT017-039,2026-04-29,RPT017,Succeeded,25.2,Yes,455127,none
RUN-RPT017-040,2026-04-30,RPT017,Warning,42.5,Yes,98682,none
RUN-RPT017-041,2026-05-01,RPT017,Warning,89.7,No,825425,none
RUN-RPT017-042,2026-05-02,RPT017,Succeeded,21.2,Yes,151700,none
RUN-RPT017-043,2026-05-03,RPT017,Warning,76.8,No,59026,none
RUN-RPT017-044,2026-05-04,RPT017,Succeeded,52.4,Yes,130418,none
RUN-RPT017-045,2026-05-05,RPT017,Succeeded,68.1,Yes,629171,none
RUN-RPT017-046,2026-05-06,RPT017,Succeeded,14.3,Yes,63676,none
RUN-RPT017-047,2026-05-07,RPT017,Succeeded,56.3,Yes,276220,none
RUN-RPT017-048,2026-05-08,RPT017,Succeeded,76.8,No,598704,none
RUN-RPT017-049,2026-05-09,RPT017,Succeeded,87.8,No,866819,none
RUN-RPT017-050,2026-05-10,RPT017,Succeeded,43.0,Yes,529215,none
RUN-RPT017-051,2026-05-11,RPT017,Succeeded,60.3,Yes,781183,none
RUN-RPT017-052,2026-05-12,RPT017,Failed,82.1,No,357351,capacity queue
RUN-RPT017-053,2026-05-13,RPT017,Succeeded,59.6,Yes,363715,none
RUN-RPT017-054,2026-05-14,RPT017,Succeeded,87.1,No,591053,none
RUN-RPT017-055,2026-05-15,RPT017,Succeeded,9.4,Yes,314348,none
RUN-RPT017-056,2026-05-16,RPT017,Succeeded,10.2,Yes,597722,none
RUN-RPT017-057,2026-05-17,RPT017,Succeeded,17.8,Yes,373575,none
